arm,source,host,speaker,why_unclear,url
otto,src:2,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=2
otto,src:3,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=2
otto,src:4,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=2
otto,src:5,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=2
otto,src:6,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=2
otto,src:7,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=2
otto,src:8,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=2
otto,src:9,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=2
otto,src:10,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=2
otto,src:11,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=3
otto,src:12,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=3
otto,src:13,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=3
otto,src:14,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=3
otto,src:15,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=3
otto,src:16,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=3
otto,src:17,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=4
otto,src:18,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=4
otto,src:19,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=4
otto,src:20,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=4
otto,src:21,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=4
otto,src:22,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=5
otto,src:23,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=5
otto,src:24,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=5
otto,src:25,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=5
otto,src:26,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=5
otto,src:27,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=30
otto,src:28,capterra.com,practitioner,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=30
otto,src:29,capterra.com,buyer,"front page unreadable (403)",https://www.capterra.com/p/171840/HubSpot-Marketing/reviews/?page=30
otto,src:30,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com
otto,src:31,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com
otto,src:32,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com
otto,src:33,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com
otto,src:34,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com
otto,src:35,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com
otto,src:36,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com?page=2
otto,src:37,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com?page=2
otto,src:38,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com?page=2
otto,src:39,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com?page=2
otto,src:41,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com?page=3
otto,src:42,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com?page=3
otto,src:43,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com?page=3
otto,src:44,trustpilot.com,buyer,"front page unreadable (403)",https://www.trustpilot.com/review/hubspot.com?page=3
otto,src:45,smartcustomer.com,buyer,"talks about this market (email, reporting) with no sales call to action",https://www.smartcustomer.com/reviews/hubspot.com
otto,src:46,smartcustomer.com,buyer,"talks about this market (email, reporting) with no sales call to action",https://www.smartcustomer.com/reviews/hubspot.com
otto,src:47,smartcustomer.com,buyer,"talks about this market (email, reporting) with no sales call to action",https://www.smartcustomer.com/reviews/hubspot.com
otto,src:48,smartcustomer.com,buyer,"talks about this market (email, reporting) with no sales call to action",https://www.smartcustomer.com/reviews/hubspot.com
otto,src:49,smartcustomer.com,buyer,"talks about this market (email, reporting) with no sales call to action",https://www.smartcustomer.com/reviews/hubspot.com
otto,src:50,smartcustomer.com,buyer,"talks about this market (email, reporting) with no sales call to action",https://www.smartcustomer.com/reviews/hubspot.com
otto,src:51,smartcustomer.com,buyer,"talks about this market (email, reporting) with no sales call to action",https://www.smartcustomer.com/reviews/hubspot.com
otto,src:52,aws.amazon.com,buyer,"talks about this market (marketing, email) with no sales call to action",https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-yrtsi4nyncug6?page=4
otto,src:53,aws.amazon.com,practitioner,"talks about this market (marketing, email) with no sales call to action",https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-yrtsi4nyncug6?page=4
otto,src:54,aws.amazon.com,practitioner,"talks about this market (marketing, email) with no sales call to action",https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-yrtsi4nyncug6?page=4
otto,src:55,aws.amazon.com,buyer,"talks about this market (marketing, email) with no sales call to action",https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-lcxo57hplelqw?page=1
otto,src:56,aws.amazon.com,practitioner,"talks about this market (marketing, email) with no sales call to action",https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-lcxo57hplelqw?page=1
otto,src:57,aws.amazon.com,practitioner,"talks about this market (marketing, email) with no sales call to action",https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-j45uk4re22wem?page=1
otto,src:58,aws.amazon.com,practitioner,"talks about this market (marketing, email) with no sales call to action",https://aws.amazon.com/marketplace/reviews/reviews-list/prodview-j45uk4re22wem?page=1
otto,src:60,saastr.com,press,"talks about this market (crm, marketing, sales) with no sales call to action",https://www.saastr.com/the-great-price-surge-of-2025-a-comprehensive-breakdown-of-pricing-increases-and-the-issues-they-have-created-for-all-of-us
